id;name;category;rec;target;;;;;;
2;Et Cetera;4;3;1;;;;;;
2;Et Cetera;4;3;1;;;;;;
2;Et Cetera;4;4;1;;;;;;
2;Et Cetera;4;4;1;;;;;;
2;Et Cetera;4;5;1;;;;;;
2;Et Cetera;4;3;1;;;;;;
2;Et Cetera;3;4;0;;;;;;
2;Et Cetera;3;4;0;;;;;;
2;Et Cetera;3;2;0;;;;;;
2;Et Cetera;3;4;0;;;;;;
2;Et Cetera;3;2;0;;;;;;
2;Et Cetera;3;3;0;;;;;;
2;Et Cetera;3;4;0;;;;;;
2;Et Cetera;3;2;0;;;;;;
2;Et Cetera;3;3;0;;;;;;
2;Et Cetera;3;2;0;;;;;;
2;Et Cetera;3;4;0;;;;;;
2;Et Cetera;2;3;0;;;;;;
2;Et Cetera;2;2;0;;;;;;
2;Et Cetera;2;2;0;;;;;;
2;Et Cetera;2;3;0;;;;;;
2;Et Cetera;2;3;0;;;;;;
2;Et Cetera;2;3;0;;;;;;
2;Et Cetera;2;3;0;;;;;;
2;Et Cetera;2;2;0;;;;;;
2;Et Cetera;2;3;0;;;;;;
2;Et Cetera;2;2;0;;;;;;
2;Et Cetera;1;1;0;;;;;;
2;Et Cetera;1;1;0;;;;;;
2;Et Cetera;1;1;0;;;;;;
2;Et Cetera;1;2;0;;;;;;
2;Et Cetera;1;2;0;;;;;;
2;Et Cetera;1;2;0;;;;;;
2;Et Cetera;1;1;0;;;;;;
2;Et Cetera;1;1;0;;;;;;
2;Et Cetera;1;2;0;;;;;;
3;Театр Crave;5;5;1;;;;;;
3;Театр Crave;5;5;1;;;;;;
3;Театр Crave;5;5;1;;;;;;
3;Театр Crave;5;4;1;;;;;;
3;Театр Crave;5;5;1;;;;;;
3;Театр Crave;5;4;1;;;;;;
3;Театр Crave;5;5;1;;;;;;
3;Театр Crave;5;4;1;;;;;;
3;Театр Crave;5;4;1;;;;;;
3;Театр Crave;5;5;1;;;;;;
3;Театр Crave;4;5;1;;;;;;
3;Театр Crave;4;3;1;;;;;;
3;Театр Crave;4;4;1;;;;;;
3;Театр Crave;4;3;1;;;;;;
3;Театр Crave;4;3;1;;;;;;
3;Театр Crave;4;5;1;;;;;;
3;Театр Crave;4;3;1;;;;;;
3;Театр Crave;4;4;1;;;;;;
3;Театр Crave;4;3;1;;;;;;
3;Театр Crave;4;5;1;;;;;;
3;Театр Crave;3;3;0;;;;;;
3;Театр Crave;3;2;0;;;;;;
3;Театр Crave;3;4;0;;;;;;
3;Театр Crave;3;3;0;;;;;;
3;Театр Crave;3;4;0;;;;;;
3;Театр Crave;3;4;0;;;;;;
3;Театр Crave;3;2;0;;;;;;
3;Театр Crave;3;3;0;;;;;;
3;Театр Crave;3;3;0;;;;;;
3;Театр Crave;3;4;0;;;;;;
3;Театр Crave;3;3;0;;;;;;
3;Театр Crave;2;2;0;;;;;;
3;Театр Crave;2;2;0;;;;;;
3;Театр Crave;2;3;0;;;;;;
3;Театр Crave;2;2;0;;;;;;
3;Театр Crave;2;3;0;;;;;;
3;Театр Crave;2;3;0;;;;;;
3;Театр Crave;2;1;0;;;;;;
3;Театр Crave;2;3;0;;;;;;
3;Театр Crave;2;3;0;;;;;;
3;Театр Crave;2;2;0;;;;;;
3;Театр Crave;1;1;0;;;;;;
3;Театр Crave;1;1;0;;;;;;
3;Театр Crave;1;1;0;;;;;;
3;Театр Crave;1;2;0;;;;;;
3;Театр Crave;1;2;0;;;;;;
3;Театр Crave;1;1;0;;;;;;
3;Театр Crave;1;2;0;;;;;;
3;Театр Crave;1;2;0;;;;;;
3;Театр Crave;1;1;0;;;;;;
4;Московский академический театр имени В. Маяковского;5;5;1;;;;;;
4;Московский академический театр имени В. Маяковского;5;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;5;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;5;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;5;5;1;;;;;;
4;Московский академический театр имени В. Маяковского;5;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;5;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;5;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;5;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;5;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;4;3;1;;;;;;
4;Московский академический театр имени В. Маяковского;4;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;4;3;1;;;;;;
4;Московский академический театр имени В. Маяковского;4;5;1;;;;;;
4;Московский академический театр имени В. Маяковского;4;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;4;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;4;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;4;5;1;;;;;;
4;Московский академический театр имени В. Маяковского;4;4;1;;;;;;
4;Московский академический театр имени В. Маяковского;4;3;1;;;;;;
4;Московский академический театр имени В. Маяковского;3;2;0;;;;;;
4;Московский академический театр имени В. Маяковского;3;3;0;;;;;;
4;Московский академический театр имени В. Маяковского;3;3;0;;;;;;
4;Московский академический театр имени В. Маяковского;3;4;0;;;;;;
4;Московский академический театр имени В. Маяковского;3;3;0;;;;;;
4;Московский академический театр имени В. Маяковского;3;2;0;;;;;;
4;Московский академический театр имени В. Маяковского;3;2;0;;;;;;
4;Московский академический театр имени В. Маяковского;3;3;0;;;;;;
4;Московский академический театр имени В. Маяковского;3;3;0;;;;;;
4;Московский академический театр имени В. Маяковского;3;2;0;;;;;;
4;Московский академический театр имени В. Маяковского;3;4;0;;;;;;
4;Московский академический театр имени В. Маяковского;2;3;0;;;;;;
4;Московский академический театр имени В. Маяковского;2;2;0;;;;;;
4;Московский академический театр имени В. Маяковского;2;2;0;;;;;;
4;Московский академический театр имени В. Маяковского;2;3;0;;;;;;
4;Московский академический театр имени В. Маяковского;2;1;0;;;;;;
4;Московский академический театр имени В. Маяковского;2;2;0;;;;;;
4;Московский академический театр имени В. Маяковского;2;1;0;;;;;;
4;Московский академический театр имени В. Маяковского;2;1;0;;;;;;
4;Московский академический театр имени В. Маяковского;2;3;0;;;;;;
4;Московский академический театр имени В. Маяковского;2;1;0;;;;;;
4;Московский академический театр имени В. Маяковского;1;1;0;;;;;;
4;Московский академический театр имени В. Маяковского;1;1;0;;;;;;
4;Московский академический театр имени В. Маяковского;1;2;0;;;;;;
4;Московский академический театр имени В. Маяковского;1;1;0;;;;;;
4;Московский академический театр имени В. Маяковского;1;2;0;;;;;;
4;Московский академический театр имени В. Маяковского;1;2;0;;;;;;
4;Московский академический театр имени В. Маяковского;1;2;0;;;;;;
4;Московский академический театр имени В. Маяковского;1;2;0;;;;;;
4;Московский академический театр имени В. Маяковского;1;2;0;;;;;;
5;Российский академический молодёжный театр;5;5;1;;;;;;
5;Российский академический молодёжный театр;5;5;1;;;;;;
5;Российский академический молодёжный театр;5;4;1;;;;;;
5;Российский академический молодёжный театр;5;5;1;;;;;;
5;Российский академический молодёжный театр;5;4;1;;;;;;
5;Российский академический молодёжный театр;5;5;1;;;;;;
5;Российский академический молодёжный театр;5;4;1;;;;;;
5;Российский академический молодёжный театр;5;5;1;;;;;;
5;Российский академический молодёжный театр;5;4;1;;;;;;
5;Российский академический молодёжный театр;5;5;1;;;;;;
5;Российский академический молодёжный театр;4;5;1;;;;;;
5;Российский академический молодёжный театр;4;4;1;;;;;;
5;Российский академический молодёжный театр;4;5;1;;;;;;
5;Российский академический молодёжный театр;4;3;1;;;;;;
5;Российский академический молодёжный театр;4;3;1;;;;;;
5;Российский академический молодёжный театр;4;3;1;;;;;;
5;Российский академический молодёжный театр;4;4;1;;;;;;
5;Российский академический молодёжный театр;4;4;1;;;;;;
5;Российский академический молодёжный театр;4;5;1;;;;;;
5;Российский академический молодёжный театр;4;3;1;;;;;;
5;Российский академический молодёжный театр;3;4;0;;;;;;
5;Российский академический молодёжный театр;3;3;0;;;;;;
5;Российский академический молодёжный театр;3;2;0;;;;;;
5;Российский академический молодёжный театр;3;2;0;;;;;;
5;Российский академический молодёжный театр;3;2;0;;;;;;
5;Российский академический молодёжный театр;3;3;0;;;;;;
5;Российский академический молодёжный театр;3;2;0;;;;;;
5;Российский академический молодёжный театр;3;3;0;;;;;;
5;Российский академический молодёжный театр;3;2;0;;;;;;
5;Российский академический молодёжный театр;3;2;0;;;;;;
5;Российский академический молодёжный театр;3;3;0;;;;;;
5;Российский академический молодёжный театр;2;1;0;;;;;;
5;Российский академический молодёжный театр;2;3;0;;;;;;
5;Российский академический молодёжный театр;2;2;0;;;;;;
5;Российский академический молодёжный театр;2;3;0;;;;;;
5;Российский академический молодёжный театр;2;2;0;;;;;;
5;Российский академический молодёжный театр;2;3;0;;;;;;
5;Российский академический молодёжный театр;2;3;0;;;;;;
5;Российский академический молодёжный театр;2;2;0;;;;;;
5;Российский академический молодёжный театр;2;1;0;;;;;;
5;Российский академический молодёжный театр;2;2;0;;;;;;
5;Российский академический молодёжный театр;1;1;0;;;;;;
5;Российский академический молодёжный театр;1;2;0;;;;;;
5;Российский академический молодёжный театр;1;1;0;;;;;;
5;Российский академический молодёжный театр;1;1;0;;;;;;
5;Российский академический молодёжный театр;1;1;0;;;;;;
5;Российский академический молодёжный театр;1;1;0;;;;;;
5;Российский академический молодёжный театр;1;1;0;;;;;;
5;Российский академический молодёжный театр;1;2;0;;;;;;
5;Российский академический молодёжный театр;1;1;0;;;;;;
6;Московский государственный академический театр оперетты;5;5;1;;;;;;
6;Московский государственный академический театр оперетты;5;5;1;;;;;;
6;Московский государственный академический театр оперетты;5;4;1;;;;;;
6;Московский государственный академический театр оперетты;5;4;1;;;;;;
6;Московский государственный академический театр оперетты;5;4;1;;;;;;
6;Московский государственный академический театр оперетты;5;4;1;;;;;;
6;Московский государственный академический театр оперетты;5;5;1;;;;;;
6;Московский государственный академический театр оперетты;5;4;1;;;;;;
6;Московский государственный академический театр оперетты;5;5;1;;;;;;
6;Московский государственный академический театр оперетты;5;5;1;;;;;;
6;Московский государственный академический театр оперетты;4;5;1;;;;;;
6;Московский государственный академический театр оперетты;4;5;1;;;;;;
6;Московский государственный академический театр оперетты;4;4;1;;;;;;
6;Московский государственный академический театр оперетты;4;4;1;;;;;;
6;Московский государственный академический театр оперетты;4;4;1;;;;;;
6;Московский государственный академический театр оперетты;4;4;1;;;;;;
6;Московский государственный академический театр оперетты;4;3;1;;;;;;
6;Московский государственный академический театр оперетты;4;3;1;;;;;;
6;Московский государственный академический театр оперетты;4;3;1;;;;;;
6;Московский государственный академический театр оперетты;4;3;1;;;;;;
6;Московский государственный академический театр оперетты;3;2;0;;;;;;
6;Московский государственный академический театр оперетты;3;3;0;;;;;;
6;Московский государственный академический театр оперетты;3;2;0;;;;;;
6;Московский государственный академический театр оперетты;3;3;0;;;;;;
6;Московский государственный академический театр оперетты;3;4;0;;;;;;
6;Московский государственный академический театр оперетты;3;3;0;;;;;;
6;Московский государственный академический театр оперетты;3;4;0;;;;;;
6;Московский государственный академический театр оперетты;3;4;0;;;;;;
6;Московский государственный академический театр оперетты;3;4;0;;;;;;
6;Московский государственный академический театр оперетты;3;2;0;;;;;;
6;Московский государственный академический театр оперетты;3;4;0;;;;;;
6;Московский государственный академический театр оперетты;2;3;0;;;;;;
6;Московский государственный академический театр оперетты;2;1;0;;;;;;
6;Московский государственный академический театр оперетты;2;3;0;;;;;;
6;Московский государственный академический театр оперетты;2;1;0;;;;;;
6;Московский государственный академический театр оперетты;2;3;0;;;;;;
6;Московский государственный академический театр оперетты;2;3;0;;;;;;
6;Московский государственный академический театр оперетты;2;3;0;;;;;;
6;Московский государственный академический театр оперетты;2;1;0;;;;;;
6;Московский государственный академический театр оперетты;2;3;0;;;;;;
6;Московский государственный академический театр оперетты;2;3;0;;;;;;
6;Московский государственный академический театр оперетты;1;2;0;;;;;;
6;Московский государственный академический театр оперетты;1;1;0;;;;;;
6;Московский государственный академический театр оперетты;1;2;0;;;;;;
6;Московский государственный академический театр оперетты;1;1;0;;;;;;
6;Московский государственный академический театр оперетты;1;1;0;;;;;;
6;Московский государственный академический театр оперетты;1;1;0;;;;;;
6;Московский государственный академический театр оперетты;1;1;0;;;;;;
6;Московский государственный академический театр оперетты;1;2;0;;;;;;
6;Московский государственный академический театр оперетты;1;1;0;;;;;;
7;Московский театр школа современной пьесы;5;5;1;;;;;;
7;Московский театр школа современной пьесы;5;4;1;;;;;;
7;Московский театр школа современной пьесы;5;4;1;;;;;;
7;Московский театр школа современной пьесы;5;4;1;;;;;;
7;Московский театр школа современной пьесы;5;4;1;;;;;;
7;Московский театр школа современной пьесы;5;5;1;;;;;;
7;Московский театр школа современной пьесы;5;4;1;;;;;;
7;Московский театр школа современной пьесы;5;5;1;;;;;;
7;Московский театр школа современной пьесы;5;4;1;;;;;;
7;Московский театр школа современной пьесы;5;5;1;;;;;;
7;Московский театр школа современной пьесы;4;3;1;;;;;;
7;Московский театр школа современной пьесы;4;4;1;;;;;;
7;Московский театр школа современной пьесы;4;5;1;;;;;;
7;Московский театр школа современной пьесы;4;3;1;;;;;;
7;Московский театр школа современной пьесы;4;3;1;;;;;;
7;Московский театр школа современной пьесы;4;5;1;;;;;;
7;Московский театр школа современной пьесы;4;4;1;;;;;;
7;Московский театр школа современной пьесы;4;4;1;;;;;;
7;Московский театр школа современной пьесы;4;4;1;;;;;;
7;Московский театр школа современной пьесы;4;5;1;;;;;;
7;Московский театр школа современной пьесы;3;3;0;;;;;;
7;Московский театр школа современной пьесы;3;2;0;;;;;;
7;Московский театр школа современной пьесы;3;4;0;;;;;;
7;Московский театр школа современной пьесы;3;2;0;;;;;;
7;Московский театр школа современной пьесы;3;3;0;;;;;;
7;Московский театр школа современной пьесы;3;3;0;;;;;;
7;Московский театр школа современной пьесы;3;2;0;;;;;;
7;Московский театр школа современной пьесы;3;2;0;;;;;;
7;Московский театр школа современной пьесы;3;3;0;;;;;;
7;Московский театр школа современной пьесы;3;3;0;;;;;;
7;Московский театр школа современной пьесы;3;3;0;;;;;;
7;Московский театр школа современной пьесы;2;1;0;;;;;;
7;Московский театр школа современной пьесы;2;1;0;;;;;;
7;Московский театр школа современной пьесы;2;2;0;;;;;;
7;Московский театр школа современной пьесы;2;1;0;;;;;;
7;Московский театр школа современной пьесы;2;1;0;;;;;;
7;Московский театр школа современной пьесы;2;1;0;;;;;;
7;Московский театр школа современной пьесы;2;3;0;;;;;;
7;Московский театр школа современной пьесы;2;1;0;;;;;;
7;Московский театр школа современной пьесы;2;1;0;;;;;;
7;Московский театр школа современной пьесы;2;1;0;;;;;;
7;Московский театр школа современной пьесы;1;2;0;;;;;;
7;Московский театр школа современной пьесы;1;2;0;;;;;;
7;Московский театр школа современной пьесы;1;2;0;;;;;;
7;Московский театр школа современной пьесы;1;2;0;;;;;;
7;Московский театр школа современной пьесы;1;2;0;;;;;;
7;Московский театр школа современной пьесы;1;2;0;;;;;;
7;Московский театр школа современной пьесы;1;2;0;;;;;;
7;Московский театр школа современной пьесы;1;1;0;;;;;;
7;Московский театр школа современной пьесы;1;2;0;;;;;;
8;ГБУК Московский театр Современник;5;5;1;;;;;;
8;ГБУК Московский театр Современник;5;5;1;;;;;;
8;ГБУК Московский театр Современник;5;4;1;;;;;;
8;ГБУК Московский театр Современник;5;5;1;;;;;;
8;ГБУК Московский театр Современник;5;5;1;;;;;;
8;ГБУК Московский театр Современник;5;4;1;;;;;;
8;ГБУК Московский театр Современник;5;4;1;;;;;;
8;ГБУК Московский театр Современник;5;5;1;;;;;;
8;ГБУК Московский театр Современник;5;4;1;;;;;;
8;ГБУК Московский театр Современник;5;5;1;;;;;;
8;ГБУК Московский театр Современник;4;3;1;;;;;;
8;ГБУК Московский театр Современник;4;3;1;;;;;;
8;ГБУК Московский театр Современник;4;3;1;;;;;;
8;ГБУК Московский театр Современник;4;4;1;;;;;;
8;ГБУК Московский театр Современник;4;4;1;;;;;;
8;ГБУК Московский театр Современник;4;4;1;;;;;;
8;ГБУК Московский театр Современник;4;5;1;;;;;;
8;ГБУК Московский театр Современник;4;5;1;;;;;;
8;ГБУК Московский театр Современник;4;3;1;;;;;;
8;ГБУК Московский театр Современник;4;5;1;;;;;;
8;ГБУК Московский театр Современник;3;2;0;;;;;;
8;ГБУК Московский театр Современник;3;2;0;;;;;;
8;ГБУК Московский театр Современник;3;4;0;;;;;;
8;ГБУК Московский театр Современник;3;4;0;;;;;;
8;ГБУК Московский театр Современник;3;2;0;;;;;;
8;ГБУК Московский театр Современник;3;4;0;;;;;;
8;ГБУК Московский театр Современник;3;4;0;;;;;;
8;ГБУК Московский театр Современник;3;2;0;;;;;;
8;ГБУК Московский театр Современник;3;4;0;;;;;;
8;ГБУК Московский театр Современник;3;2;0;;;;;;
8;ГБУК Московский театр Современник;3;4;0;;;;;;
8;ГБУК Московский театр Современник;2;2;0;;;;;;
8;ГБУК Московский театр Современник;2;2;0;;;;;;
8;ГБУК Московский театр Современник;2;3;0;;;;;;
8;ГБУК Московский театр Современник;2;2;0;;;;;;
8;ГБУК Московский театр Современник;2;3;0;;;;;;
8;ГБУК Московский театр Современник;2;2;0;;;;;;
8;ГБУК Московский театр Современник;2;3;0;;;;;;
8;ГБУК Московский театр Современник;2;2;0;;;;;;
8;ГБУК Московский театр Современник;2;2;0;;;;;;
8;ГБУК Московский театр Современник;2;1;0;;;;;;
8;ГБУК Московский театр Современник;1;2;0;;;;;;
8;ГБУК Московский театр Современник;1;2;0;;;;;;
8;ГБУК Московский театр Современник;1;1;0;;;;;;
8;ГБУК Московский театр Современник;1;1;0;;;;;;
8;ГБУК Московский театр Современник;1;1;0;;;;;;
8;ГБУК Московский театр Современник;1;1;0;;;;;;
8;ГБУК Московский театр Современник;1;2;0;;;;;;
8;ГБУК Московский театр Современник;1;2;0;;;;;;
8;ГБУК Московский театр Современник;1;2;0;;;;;;
9;Государственный академический Большой театр России;5;5;1;;;;;;
9;Государственный академический Большой театр России;5;4;1;;;;;;
9;Государственный академический Большой театр России;5;5;1;;;;;;
9;Государственный академический Большой театр России;5;4;1;;;;;;
9;Государственный академический Большой театр России;5;4;1;;;;;;
9;Государственный академический Большой театр России;5;4;1;;;;;;
9;Государственный академический Большой театр России;5;4;1;;;;;;
9;Государственный академический Большой театр России;5;5;1;;;;;;
9;Государственный академический Большой театр России;5;4;1;;;;;;
9;Государственный академический Большой театр России;5;5;1;;;;;;
9;Государственный академический Большой театр России;4;3;1;;;;;;
9;Государственный академический Большой театр России;4;5;1;;;;;;
9;Государственный академический Большой театр России;4;5;1;;;;;;
9;Государственный академический Большой театр России;4;4;1;;;;;;
9;Государственный академический Большой театр России;4;3;1;;;;;;
9;Государственный академический Большой театр России;4;3;1;;;;;;
9;Государственный академический Большой театр России;4;3;1;;;;;;
9;Государственный академический Большой театр России;4;5;1;;;;;;
9;Государственный академический Большой театр России;4;4;1;;;;;;
9;Государственный академический Большой театр России;4;4;1;;;;;;
9;Государственный академический Большой театр России;3;2;0;;;;;;
9;Государственный академический Большой театр России;3;3;0;;;;;;
9;Государственный академический Большой театр России;3;4;0;;;;;;
9;Государственный академический Большой театр России;3;2;0;;;;;;
9;Государственный академический Большой театр России;3;4;0;;;;;;
9;Государственный академический Большой театр России;3;2;0;;;;;;
9;Государственный академический Большой театр России;3;2;0;;;;;;
9;Государственный академический Большой театр России;3;3;0;;;;;;
9;Государственный академический Большой театр России;3;3;0;;;;;;
9;Государственный академический Большой театр России;3;4;0;;;;;;
9;Государственный академический Большой театр России;3;4;0;;;;;;
9;Государственный академический Большой театр России;2;1;0;;;;;;
9;Государственный академический Большой театр России;2;1;0;;;;;;
9;Государственный академический Большой театр России;2;2;0;;;;;;
9;Государственный академический Большой театр России;2;3;0;;;;;;
9;Государственный академический Большой театр России;2;2;0;;;;;;
9;Государственный академический Большой театр России;2;2;0;;;;;;
9;Государственный академический Большой театр России;2;1;0;;;;;;
9;Государственный академический Большой театр России;2;1;0;;;;;;
9;Государственный академический Большой театр России;2;2;0;;;;;;
9;Государственный академический Большой театр России;2;1;0;;;;;;
9;Государственный академический Большой театр России;1;2;0;;;;;;
9;Государственный академический Большой театр России;1;1;0;;;;;;
9;Государственный академический Большой театр России;1;1;0;;;;;;
9;Государственный академический Большой театр России;1;2;0;;;;;;
9;Государственный академический Большой театр России;1;1;0;;;;;;
9;Государственный академический Большой театр России;1;1;0;;;;;;
9;Государственный академический Большой театр России;1;1;0;;;;;;
9;Государственный академический Большой театр России;1;2;0;;;;;;
9;Государственный академический Большой театр России;1;1;0;;;;;;
10;Московский театр Олега Табакова;5;4;1;;;;;;
10;Московский театр Олега Табакова;5;4;1;;;;;;
10;Московский театр Олега Табакова;5;5;1;;;;;;
10;Московский театр Олега Табакова;5;4;1;;;;;;
10;Московский театр Олега Табакова;5;5;1;;;;;;
10;Московский театр Олега Табакова;5;4;1;;;;;;
10;Московский театр Олега Табакова;5;5;1;;;;;;
10;Московский театр Олега Табакова;5;4;1;;;;;;
10;Московский театр Олега Табакова;5;4;1;;;;;;
10;Московский театр Олега Табакова;5;5;1;;;;;;
10;Московский театр Олега Табакова;4;4;1;;;;;;
10;Московский театр Олега Табакова;4;5;1;;;;;;
10;Московский театр Олега Табакова;4;5;1;;;;;;
10;Московский театр Олега Табакова;4;5;1;;;;;;
10;Московский театр Олега Табакова;4;3;1;;;;;;
10;Московский театр Олега Табакова;4;4;1;;;;;;
10;Московский театр Олега Табакова;4;5;1;;;;;;
10;Московский театр Олега Табакова;4;3;1;;;;;;
10;Московский театр Олега Табакова;4;3;1;;;;;;
10;Московский театр Олега Табакова;4;5;1;;;;;;
10;Московский театр Олега Табакова;3;3;0;;;;;;
10;Московский театр Олега Табакова;3;4;0;;;;;;
10;Московский театр Олега Табакова;3;4;0;;;;;;
10;Московский театр Олега Табакова;3;2;0;;;;;;
10;Московский театр Олега Табакова;3;3;0;;;;;;
10;Московский театр Олега Табакова;3;2;0;;;;;;
10;Московский театр Олега Табакова;3;2;0;;;;;;
10;Московский театр Олега Табакова;3;4;0;;;;;;
10;Московский театр Олега Табакова;3;2;0;;;;;;
10;Московский театр Олега Табакова;3;3;0;;;;;;
10;Московский театр Олега Табакова;3;3;0;;;;;;
10;Московский театр Олега Табакова;2;2;0;;;;;;
10;Московский театр Олега Табакова;2;3;0;;;;;;
10;Московский театр Олега Табакова;2;1;0;;;;;;
10;Московский театр Олега Табакова;2;1;0;;;;;;
10;Московский театр Олега Табакова;2;3;0;;;;;;
10;Московский театр Олега Табакова;2;3;0;;;;;;
10;Московский театр Олега Табакова;2;1;0;;;;;;
10;Московский театр Олега Табакова;2;3;0;;;;;;
10;Московский театр Олега Табакова;2;2;0;;;;;;
10;Московский театр Олега Табакова;2;2;0;;;;;;
10;Московский театр Олега Табакова;1;1;0;;;;;;
10;Московский театр Олега Табакова;1;1;0;;;;;;
10;Московский театр Олега Табакова;1;1;0;;;;;;
10;Московский театр Олега Табакова;1;1;0;;;;;;
10;Московский театр Олега Табакова;1;2;0;;;;;;
10;Московский театр Олега Табакова;1;1;0;;;;;;
10;Московский театр Олега Табакова;1;2;0;;;;;;
10;Московский театр Олега Табакова;1;2;0;;;;;;
10;Московский театр Олега Табакова;1;1;0;;;;;;
