id;name;category;rec;target;;;;;;
1;Галерея Тверская 9;1;1;0;;;;;;
1;Галерея Тверская 9;1;1;0;;;;;;
1;Галерея Тверская 9;1;1;0;;;;;;
1;Галерея Тверская 9;1;2;0;;;;;;
1;Галерея Тверская 9;1;1;0;;;;;;
1;Галерея Тверская 9;1;2;0;;;;;;
1;Галерея Тверская 9;1;1;0;;;;;;
1;Галерея Тверская 9;1;1;0;;;;;;
2;Атриум;5;5;1;;;;;;
2;Атриум;5;4;1;;;;;;
2;Атриум;5;4;1;;;;;;
2;Атриум;5;4;1;;;;;;
2;Атриум;5;4;1;;;;;;
2;Атриум;5;4;1;;;;;;
2;Атриум;5;5;1;;;;;;
2;Атриум;5;4;1;;;;;;
2;Атриум;5;5;1;;;;;;
2;Атриум;5;5;1;;;;;;
2;Атриум;4;3;1;;;;;;
2;Атриум;4;4;1;;;;;;
2;Атриум;4;4;1;;;;;;
2;Атриум;4;4;1;;;;;;
2;Атриум;4;3;1;;;;;;
2;Атриум;4;5;1;;;;;;
2;Атриум;4;5;1;;;;;;
2;Атриум;4;5;1;;;;;;
2;Атриум;4;3;1;;;;;;
2;Атриум;4;3;1;;;;;;
2;Атриум;3;2;0;;;;;;
2;Атриум;3;4;0;;;;;;
2;Атриум;3;3;0;;;;;;
2;Атриум;3;4;0;;;;;;
2;Атриум;3;4;0;;;;;;
2;Атриум;3;4;0;;;;;;
2;Атриум;3;4;0;;;;;;
2;Атриум;3;2;0;;;;;;
2;Атриум;3;3;0;;;;;;
2;Атриум;3;4;0;;;;;;
2;Атриум;3;4;0;;;;;;
2;Атриум;2;3;0;;;;;;
2;Атриум;2;1;0;;;;;;
2;Атриум;2;2;0;;;;;;
2;Атриум;2;1;0;;;;;;
2;Атриум;2;3;0;;;;;;
2;Атриум;2;3;0;;;;;;
2;Атриум;2;2;0;;;;;;
2;Атриум;2;2;0;;;;;;
2;Атриум;2;2;0;;;;;;
2;Атриум;2;3;0;;;;;;
2;Атриум;1;1;0;;;;;;
2;Атриум;1;2;0;;;;;;
2;Атриум;1;1;0;;;;;;
2;Атриум;1;1;0;;;;;;
2;Атриум;1;2;0;;;;;;
2;Атриум;1;2;0;;;;;;
2;Атриум;1;1;0;;;;;;
2;Атриум;1;2;0;;;;;;
2;Атриум;1;2;0;;;;;;
3;ТЦ Казанский;5;5;1;;;;;;
3;ТЦ Казанский;5;4;1;;;;;;
3;ТЦ Казанский;5;5;1;;;;;;
3;ТЦ Казанский;5;4;1;;;;;;
3;ТЦ Казанский;5;5;1;;;;;;
3;ТЦ Казанский;5;4;1;;;;;;
3;ТЦ Казанский;5;5;1;;;;;;
3;ТЦ Казанский;5;4;1;;;;;;
3;ТЦ Казанский;5;5;1;;;;;;
3;ТЦ Казанский;5;5;1;;;;;;
3;ТЦ Казанский;4;4;1;;;;;;
3;ТЦ Казанский;4;5;1;;;;;;
3;ТЦ Казанский;4;5;1;;;;;;
3;ТЦ Казанский;4;5;1;;;;;;
3;ТЦ Казанский;4;3;1;;;;;;
3;ТЦ Казанский;4;3;1;;;;;;
3;ТЦ Казанский;4;4;1;;;;;;
3;ТЦ Казанский;4;4;1;;;;;;
3;ТЦ Казанский;4;5;1;;;;;;
3;ТЦ Казанский;4;4;1;;;;;;
3;ТЦ Казанский;3;2;0;;;;;;
3;ТЦ Казанский;3;3;0;;;;;;
3;ТЦ Казанский;3;3;0;;;;;;
3;ТЦ Казанский;3;4;0;;;;;;
3;ТЦ Казанский;3;2;0;;;;;;
3;ТЦ Казанский;3;4;0;;;;;;
3;ТЦ Казанский;3;3;0;;;;;;
3;ТЦ Казанский;3;2;0;;;;;;
3;ТЦ Казанский;3;4;0;;;;;;
3;ТЦ Казанский;3;4;0;;;;;;
3;ТЦ Казанский;3;3;0;;;;;;
3;ТЦ Казанский;2;2;0;;;;;;
3;ТЦ Казанский;2;2;0;;;;;;
3;ТЦ Казанский;2;1;0;;;;;;
3;ТЦ Казанский;2;3;0;;;;;;
3;ТЦ Казанский;2;3;0;;;;;;
3;ТЦ Казанский;2;2;0;;;;;;
3;ТЦ Казанский;2;2;0;;;;;;
3;ТЦ Казанский;2;1;0;;;;;;
3;ТЦ Казанский;2;1;0;;;;;;
3;ТЦ Казанский;2;2;0;;;;;;
3;ТЦ Казанский;1;1;0;;;;;;
3;ТЦ Казанский;1;1;0;;;;;;
3;ТЦ Казанский;1;1;0;;;;;;
3;ТЦ Казанский;1;1;0;;;;;;
3;ТЦ Казанский;1;1;0;;;;;;
3;ТЦ Казанский;1;2;0;;;;;;
3;ТЦ Казанский;1;1;0;;;;;;
3;ТЦ Казанский;1;1;0;;;;;;
3;ТЦ Казанский;1;2;0;;;;;;
4;Неглинная;5;4;1;;;;;;
4;Неглинная;5;4;1;;;;;;
4;Неглинная;5;4;1;;;;;;
4;Неглинная;5;5;1;;;;;;
4;Неглинная;5;5;1;;;;;;
4;Неглинная;5;5;1;;;;;;
4;Неглинная;5;5;1;;;;;;
4;Неглинная;5;5;1;;;;;;
4;Неглинная;5;4;1;;;;;;
4;Неглинная;5;4;1;;;;;;
4;Неглинная;4;3;1;;;;;;
4;Неглинная;4;3;1;;;;;;
4;Неглинная;4;3;1;;;;;;
4;Неглинная;4;3;1;;;;;;
4;Неглинная;4;4;1;;;;;;
4;Неглинная;4;4;1;;;;;;
4;Неглинная;4;3;1;;;;;;
4;Неглинная;4;4;1;;;;;;
4;Неглинная;4;5;1;;;;;;
4;Неглинная;4;4;1;;;;;;
4;Неглинная;3;2;0;;;;;;
4;Неглинная;3;3;0;;;;;;
4;Неглинная;3;2;0;;;;;;
4;Неглинная;3;3;0;;;;;;
4;Неглинная;3;2;0;;;;;;
4;Неглинная;3;2;0;;;;;;
4;Неглинная;3;3;0;;;;;;
4;Неглинная;3;3;0;;;;;;
4;Неглинная;3;2;0;;;;;;
4;Неглинная;3;4;0;;;;;;
4;Неглинная;3;4;0;;;;;;
4;Неглинная;2;2;0;;;;;;
4;Неглинная;2;2;0;;;;;;
4;Неглинная;2;1;0;;;;;;
4;Неглинная;2;3;0;;;;;;
4;Неглинная;2;1;0;;;;;;
4;Неглинная;2;2;0;;;;;;
4;Неглинная;2;2;0;;;;;;
4;Неглинная;2;1;0;;;;;;
4;Неглинная;2;2;0;;;;;;
4;Неглинная;2;2;0;;;;;;
4;Неглинная;1;1;0;;;;;;
4;Неглинная;1;2;0;;;;;;
4;Неглинная;1;1;0;;;;;;
4;Неглинная;1;2;0;;;;;;
4;Неглинная;1;2;0;;;;;;
4;Неглинная;1;2;0;;;;;;
4;Неглинная;1;2;0;;;;;;
4;Неглинная;1;2;0;;;;;;
4;Неглинная;1;1;0;;;;;;
5;Наутилус;5;4;1;;;;;;
5;Наутилус;5;4;1;;;;;;
5;Наутилус;5;4;1;;;;;;
5;Наутилус;5;4;1;;;;;;
5;Наутилус;5;5;1;;;;;;
5;Наутилус;5;5;1;;;;;;
5;Наутилус;5;5;1;;;;;;
5;Наутилус;5;4;1;;;;;;
5;Наутилус;5;4;1;;;;;;
5;Наутилус;5;5;1;;;;;;
5;Наутилус;4;5;1;;;;;;
5;Наутилус;4;4;1;;;;;;
5;Наутилус;4;3;1;;;;;;
5;Наутилус;4;5;1;;;;;;
5;Наутилус;4;3;1;;;;;;
5;Наутилус;4;4;1;;;;;;
5;Наутилус;4;5;1;;;;;;
5;Наутилус;4;4;1;;;;;;
5;Наутилус;4;5;1;;;;;;
5;Наутилус;4;3;1;;;;;;
5;Наутилус;3;4;0;;;;;;
5;Наутилус;3;2;0;;;;;;
5;Наутилус;3;3;0;;;;;;
5;Наутилус;3;4;0;;;;;;
5;Наутилус;3;2;0;;;;;;
5;Наутилус;3;2;0;;;;;;
5;Наутилус;3;3;0;;;;;;
5;Наутилус;3;4;0;;;;;;
5;Наутилус;3;3;0;;;;;;
5;Наутилус;3;3;0;;;;;;
5;Наутилус;3;3;0;;;;;;
5;Наутилус;2;1;0;;;;;;
5;Наутилус;2;2;0;;;;;;
5;Наутилус;2;1;0;;;;;;
5;Наутилус;2;2;0;;;;;;
5;Наутилус;2;1;0;;;;;;
5;Наутилус;2;3;0;;;;;;
5;Наутилус;2;3;0;;;;;;
5;Наутилус;2;1;0;;;;;;
5;Наутилус;2;1;0;;;;;;
5;Наутилус;2;2;0;;;;;;
5;Наутилус;1;1;0;;;;;;
5;Наутилус;1;2;0;;;;;;
5;Наутилус;1;2;0;;;;;;
5;Наутилус;1;2;0;;;;;;
5;Наутилус;1;1;0;;;;;;
5;Наутилус;1;2;0;;;;;;
5;Наутилус;1;2;0;;;;;;
5;Наутилус;1;2;0;;;;;;
5;Наутилус;1;1;0;;;;;;
6;Петровский пассаж;5;5;1;;;;;;
6;Петровский пассаж;5;4;1;;;;;;
6;Петровский пассаж;5;4;1;;;;;;
6;Петровский пассаж;5;4;1;;;;;;
6;Петровский пассаж;5;4;1;;;;;;
6;Петровский пассаж;5;4;1;;;;;;
6;Петровский пассаж;5;4;1;;;;;;
6;Петровский пассаж;5;4;1;;;;;;
6;Петровский пассаж;5;5;1;;;;;;
6;Петровский пассаж;5;5;1;;;;;;
6;Петровский пассаж;4;4;1;;;;;;
6;Петровский пассаж;4;3;1;;;;;;
6;Петровский пассаж;4;5;1;;;;;;
6;Петровский пассаж;4;5;1;;;;;;
6;Петровский пассаж;4;3;1;;;;;;
6;Петровский пассаж;4;3;1;;;;;;
6;Петровский пассаж;4;4;1;;;;;;
6;Петровский пассаж;4;4;1;;;;;;
6;Петровский пассаж;4;3;1;;;;;;
6;Петровский пассаж;4;5;1;;;;;;
6;Петровский пассаж;3;4;0;;;;;;
6;Петровский пассаж;3;4;0;;;;;;
6;Петровский пассаж;3;4;0;;;;;;
6;Петровский пассаж;3;2;0;;;;;;
6;Петровский пассаж;3;4;0;;;;;;
6;Петровский пассаж;3;4;0;;;;;;
6;Петровский пассаж;3;3;0;;;;;;
6;Петровский пассаж;3;2;0;;;;;;
6;Петровский пассаж;3;3;0;;;;;;
6;Петровский пассаж;3;2;0;;;;;;
6;Петровский пассаж;3;3;0;;;;;;
6;Петровский пассаж;2;2;0;;;;;;
6;Петровский пассаж;2;1;0;;;;;;
6;Петровский пассаж;2;2;0;;;;;;
6;Петровский пассаж;2;2;0;;;;;;
6;Петровский пассаж;2;2;0;;;;;;
6;Петровский пассаж;2;2;0;;;;;;
6;Петровский пассаж;2;1;0;;;;;;
6;Петровский пассаж;2;2;0;;;;;;
6;Петровский пассаж;2;1;0;;;;;;
6;Петровский пассаж;2;1;0;;;;;;
6;Петровский пассаж;1;2;0;;;;;;
6;Петровский пассаж;1;1;0;;;;;;
6;Петровский пассаж;1;2;0;;;;;;
6;Петровский пассаж;1;1;0;;;;;;
6;Петровский пассаж;1;2;0;;;;;;
6;Петровский пассаж;1;1;0;;;;;;
6;Петровский пассаж;1;2;0;;;;;;
6;Петровский пассаж;1;1;0;;;;;;
6;Петровский пассаж;1;1;0;;;;;;
7;Пассаж Кузнецкий Мост;5;5;1;;;;;;
7;Пассаж Кузнецкий Мост;5;4;1;;;;;;
7;Пассаж Кузнецкий Мост;5;4;1;;;;;;
7;Пассаж Кузнецкий Мост;5;5;1;;;;;;
7;Пассаж Кузнецкий Мост;5;4;1;;;;;;
7;Пассаж Кузнецкий Мост;5;4;1;;;;;;
7;Пассаж Кузнецкий Мост;5;4;1;;;;;;
7;Пассаж Кузнецкий Мост;5;5;1;;;;;;
7;Пассаж Кузнецкий Мост;5;4;1;;;;;;
7;Пассаж Кузнецкий Мост;5;5;1;;;;;;
7;Пассаж Кузнецкий Мост;4;5;1;;;;;;
7;Пассаж Кузнецкий Мост;4;5;1;;;;;;
7;Пассаж Кузнецкий Мост;4;4;1;;;;;;
7;Пассаж Кузнецкий Мост;4;3;1;;;;;;
7;Пассаж Кузнецкий Мост;4;3;1;;;;;;
7;Пассаж Кузнецкий Мост;4;5;1;;;;;;
7;Пассаж Кузнецкий Мост;4;4;1;;;;;;
7;Пассаж Кузнецкий Мост;4;3;1;;;;;;
7;Пассаж Кузнецкий Мост;4;4;1;;;;;;
7;Пассаж Кузнецкий Мост;4;4;1;;;;;;
7;Пассаж Кузнецкий Мост;3;3;0;;;;;;
7;Пассаж Кузнецкий Мост;3;4;0;;;;;;
7;Пассаж Кузнецкий Мост;3;4;0;;;;;;
7;Пассаж Кузнецкий Мост;3;2;0;;;;;;
7;Пассаж Кузнецкий Мост;3;3;0;;;;;;
7;Пассаж Кузнецкий Мост;3;4;0;;;;;;
7;Пассаж Кузнецкий Мост;3;4;0;;;;;;
7;Пассаж Кузнецкий Мост;3;4;0;;;;;;
7;Пассаж Кузнецкий Мост;3;2;0;;;;;;
7;Пассаж Кузнецкий Мост;3;3;0;;;;;;
7;Пассаж Кузнецкий Мост;3;4;0;;;;;;
7;Пассаж Кузнецкий Мост;2;2;0;;;;;;
7;Пассаж Кузнецкий Мост;2;3;0;;;;;;
7;Пассаж Кузнецкий Мост;2;2;0;;;;;;
7;Пассаж Кузнецкий Мост;2;3;0;;;;;;
7;Пассаж Кузнецкий Мост;2;1;0;;;;;;
7;Пассаж Кузнецкий Мост;2;3;0;;;;;;
7;Пассаж Кузнецкий Мост;2;2;0;;;;;;
7;Пассаж Кузнецкий Мост;2;2;0;;;;;;
7;Пассаж Кузнецкий Мост;2;2;0;;;;;;
7;Пассаж Кузнецкий Мост;2;3;0;;;;;;
7;Пассаж Кузнецкий Мост;1;2;0;;;;;;
7;Пассаж Кузнецкий Мост;1;2;0;;;;;;
7;Пассаж Кузнецкий Мост;1;1;0;;;;;;
7;Пассаж Кузнецкий Мост;1;2;0;;;;;;
7;Пассаж Кузнецкий Мост;1;2;0;;;;;;
7;Пассаж Кузнецкий Мост;1;2;0;;;;;;
7;Пассаж Кузнецкий Мост;1;1;0;;;;;;
7;Пассаж Кузнецкий Мост;1;1;0;;;;;;
7;Пассаж Кузнецкий Мост;1;2;0;;;;;;
8;ЦДМ;5;5;1;;;;;;
8;ЦДМ;5;4;1;;;;;;
8;ЦДМ;5;4;1;;;;;;
8;ЦДМ;5;4;1;;;;;;
8;ЦДМ;5;5;1;;;;;;
8;ЦДМ;5;4;1;;;;;;
8;ЦДМ;5;4;1;;;;;;
8;ЦДМ;5;5;1;;;;;;
8;ЦДМ;5;5;1;;;;;;
8;ЦДМ;5;4;1;;;;;;
8;ЦДМ;4;5;1;;;;;;
8;ЦДМ;4;5;1;;;;;;
8;ЦДМ;4;4;1;;;;;;
8;ЦДМ;4;4;1;;;;;;
8;ЦДМ;4;3;1;;;;;;
8;ЦДМ;4;4;1;;;;;;
8;ЦДМ;4;4;1;;;;;;
8;ЦДМ;4;5;1;;;;;;
8;ЦДМ;4;4;1;;;;;;
8;ЦДМ;4;3;1;;;;;;
8;ЦДМ;3;4;0;;;;;;
8;ЦДМ;3;4;0;;;;;;
8;ЦДМ;3;2;0;;;;;;
8;ЦДМ;3;3;0;;;;;;
8;ЦДМ;3;3;0;;;;;;
8;ЦДМ;3;3;0;;;;;;
8;ЦДМ;3;3;0;;;;;;
8;ЦДМ;3;3;0;;;;;;
8;ЦДМ;3;2;0;;;;;;
8;ЦДМ;3;3;0;;;;;;
8;ЦДМ;3;3;0;;;;;;
8;ЦДМ;2;2;0;;;;;;
8;ЦДМ;2;1;0;;;;;;
8;ЦДМ;2;2;0;;;;;;
8;ЦДМ;2;2;0;;;;;;
8;ЦДМ;2;3;0;;;;;;
8;ЦДМ;2;1;0;;;;;;
8;ЦДМ;2;3;0;;;;;;
8;ЦДМ;2;2;0;;;;;;
8;ЦДМ;2;1;0;;;;;;
8;ЦДМ;2;2;0;;;;;;
8;ЦДМ;1;2;0;;;;;;
8;ЦДМ;1;2;0;;;;;;
8;ЦДМ;1;1;0;;;;;;
8;ЦДМ;1;2;0;;;;;;
8;ЦДМ;1;1;0;;;;;;
8;ЦДМ;1;2;0;;;;;;
8;ЦДМ;1;2;0;;;;;;
8;ЦДМ;1;2;0;;;;;;
8;ЦДМ;1;1;0;;;;;;
9;ЦУМ;5;5;1;;;;;;
9;ЦУМ;5;4;1;;;;;;
9;ЦУМ;5;5;1;;;;;;
9;ЦУМ;5;5;1;;;;;;
9;ЦУМ;5;5;1;;;;;;
9;ЦУМ;5;4;1;;;;;;
9;ЦУМ;5;5;1;;;;;;
9;ЦУМ;5;4;1;;;;;;
9;ЦУМ;5;4;1;;;;;;
9;ЦУМ;5;5;1;;;;;;
9;ЦУМ;4;3;1;;;;;;
9;ЦУМ;4;3;1;;;;;;
9;ЦУМ;4;3;1;;;;;;
9;ЦУМ;4;4;1;;;;;;
9;ЦУМ;4;3;1;;;;;;
9;ЦУМ;4;3;1;;;;;;
9;ЦУМ;4;4;1;;;;;;
9;ЦУМ;4;5;1;;;;;;
9;ЦУМ;4;4;1;;;;;;
9;ЦУМ;4;5;1;;;;;;
9;ЦУМ;3;3;0;;;;;;
9;ЦУМ;3;4;0;;;;;;
9;ЦУМ;3;2;0;;;;;;
9;ЦУМ;3;2;0;;;;;;
9;ЦУМ;3;3;0;;;;;;
9;ЦУМ;3;3;0;;;;;;
9;ЦУМ;3;2;0;;;;;;
9;ЦУМ;3;3;0;;;;;;
9;ЦУМ;3;3;0;;;;;;
9;ЦУМ;3;2;0;;;;;;
9;ЦУМ;3;4;0;;;;;;
9;ЦУМ;2;3;0;;;;;;
9;ЦУМ;2;3;0;;;;;;
9;ЦУМ;2;2;0;;;;;;
9;ЦУМ;2;1;0;;;;;;
9;ЦУМ;2;1;0;;;;;;
9;ЦУМ;2;3;0;;;;;;
9;ЦУМ;2;2;0;;;;;;
9;ЦУМ;2;2;0;;;;;;
9;ЦУМ;2;1;0;;;;;;
9;ЦУМ;2;3;0;;;;;;
9;ЦУМ;1;2;0;;;;;;
9;ЦУМ;1;2;0;;;;;;
9;ЦУМ;1;2;0;;;;;;
9;ЦУМ;1;1;0;;;;;;
9;ЦУМ;1;1;0;;;;;;
9;ЦУМ;1;2;0;;;;;;
9;ЦУМ;1;1;0;;;;;;
9;ЦУМ;1;1;0;;;;;;
9;ЦУМ;1;2;0;;;;;;
10;ГУМ;5;5;1;;;;;;
10;ГУМ;5;4;1;;;;;;
10;ГУМ;5;5;1;;;;;;
10;ГУМ;5;5;1;;;;;;
10;ГУМ;5;4;1;;;;;;
10;ГУМ;5;5;1;;;;;;
10;ГУМ;5;4;1;;;;;;
10;ГУМ;5;5;1;;;;;;
10;ГУМ;5;5;1;;;;;;
10;ГУМ;5;5;1;;;;;;
10;ГУМ;4;5;1;;;;;;
10;ГУМ;4;3;1;;;;;;
10;ГУМ;4;4;1;;;;;;
10;ГУМ;4;4;1;;;;;;
10;ГУМ;4;4;1;;;;;;
10;ГУМ;4;3;1;;;;;;
10;ГУМ;4;3;1;;;;;;
10;ГУМ;4;5;1;;;;;;
10;ГУМ;4;5;1;;;;;;
10;ГУМ;4;4;1;;;;;;
10;ГУМ;3;2;0;;;;;;
10;ГУМ;3;4;0;;;;;;
10;ГУМ;3;4;0;;;;;;
10;ГУМ;3;3;0;;;;;;
10;ГУМ;3;3;0;;;;;;
10;ГУМ;3;4;0;;;;;;
10;ГУМ;3;4;0;;;;;;
10;ГУМ;3;2;0;;;;;;
10;ГУМ;3;2;0;;;;;;
10;ГУМ;3;3;0;;;;;;
10;ГУМ;3;2;0;;;;;;
10;ГУМ;2;1;0;;;;;;
10;ГУМ;2;3;0;;;;;;
10;ГУМ;2;1;0;;;;;;
10;ГУМ;2;2;0;;;;;;
10;ГУМ;2;2;0;;;;;;
10;ГУМ;2;1;0;;;;;;
10;ГУМ;2;1;0;;;;;;
10;ГУМ;2;1;0;;;;;;
10;ГУМ;2;1;0;;;;;;
10;ГУМ;2;3;0;;;;;;
10;ГУМ;1;1;0;;;;;;
10;ГУМ;1;1;0;;;;;;
10;ГУМ;1;2;0;;;;;;
10;ГУМ;1;2;0;;;;;;
10;ГУМ;1;1;0;;;;;;
10;ГУМ;1;2;0;;;;;;
10;ГУМ;1;2;0;;;;;;
10;ГУМ;1;1;0;;;;;;
10;ГУМ;1;2;0;;;;;;
